SK_ID_CURR,CNT_CHILDREN,AMT_INCOME_TOTAL,Age,YEARS_EMPLOYED,AMT_CREDIT,CODE_GENDER,CNT_FAM_MEMBERS,NAME_CONTRACT_TYPE,OCCUPATION_TYPE,ORGANIZATION_TYPE,NAME_INCOME_TYPE,CREDIT_INCOME_PERCENT,ANNUITY_INCOME_PERCENT
123862,2,157500.0,39.0,19.0,942300.0,F,4.0,Cash loans,Tertiaire,Medicine,Working,5.982857142857143,0.1757428571428571
253068,0,360000.0,34.0,10.0,630000.0,F,1.0,Revolving loans,Primaire,Business,Commercial associate,1.75,0.175
178449,0,270000.0,34.0,7.0,622413.0,F,2.0,Cash loans,Tertiaire,Self-employed,Working,2.305233333333333,0.1181833333333333
129859,0,45000.0,54.0,35.0,225000.0,F,2.0,Cash loans,Primaire,Education,Working,5.0,0.1825
127902,0,112500.0,39.0,12.0,808650.0,M,1.0,Cash loans,Primaire,Business,Working,7.188,0.23188
155797,0,126000.0,41.0,21.0,1061599.5,F,1.0,Cash loans,Primaire,Business,Working,8.425392857142857,0.2473928571428571
215396,0,135000.0,62.0,2.0,835605.0,F,2.0,Cash loans,Primaire,Business,Commercial associate,6.189666666666667,0.1783333333333333
290153,0,225000.0,34.0,10.0,1395000.0,M,2.0,Cash loans,Primaire,Self-employed,Working,6.2,0.18856
184425,0,292500.0,53.0,12.0,990000.0,F,1.0,Cash loans,Primaire,Serivce,Commercial associate,3.3846153846153846,0.1438461538461538
180740,1,225000.0,42.0,11.0,808650.0,F,2.0,Cash loans,Tertiaire,Self-employed,Working,3.594,0.13262
263054,0,382500.0,48.0,6.0,1255680.0,M,2.0,Cash loans,Primaire,Security,Working,3.2828235294117647,0.1182588235294117
100439,0,81000.0,22.0,2.0,312840.0,M,2.0,Cash loans,Tertiaire,Industry,Working,3.862222222222222,0.2826111111111111
248038,0,247500.0,56.0,35.0,497520.0,M,2.0,Cash loans,Secondaire,Industry,Working,2.010181818181818,0.1127636363636363
288687,0,315000.0,53.0,9.0,1075932.0,F,2.0,Cash loans,Tertiaire,Business,Working,3.415657142857143,0.1447142857142857
258052,0,202500.0,35.0,4.0,900000.0,F,2.0,Cash loans,Tertiaire,Business,Working,4.444444444444445,0.1769111111111111
187821,1,67500.0,39.0,2.0,74182.5,F,3.0,Cash loans,Primaire,Transport,Working,1.099,0.0869333333333333
157180,0,225000.0,44.0,22.0,1546020.0,M,1.0,Cash loans,Primaire,Medicine,Commercial associate,6.8712,0.18952
274689,1,202500.0,34.0,2.0,117162.0,F,2.0,Cash loans,Primaire,Education,Working,0.5785777777777777,0.0692888888888888
100640,2,157500.0,33.0,6.0,373311.0,F,4.0,Cash loans,Tertiaire,Business,Working,2.370228571428572,0.1294
143301,0,157500.0,31.0,2.0,254700.0,M,2.0,Cash loans,Primaire,Industry,State servant,1.6171428571428572,0.1382857142857143
135001,2,180000.0,34.0,3.0,247275.0,F,4.0,Cash loans,Tertiaire,Business,Commercial associate,1.37375,0.126
283253,2,157500.0,39.0,2.0,269550.0,M,4.0,Cash loans,Secondaire,Trade,Commercial associate,1.7114285714285715,0.1042285714285714
196945,0,225000.0,35.0,2.0,948582.0,F,1.0,Cash loans,Tertiaire,Business,Commercial associate,4.21592,0.136
208501,0,202500.0,47.0,1.0,640080.0,F,2.0,Cash loans,Primaire,Business,Working,3.160888888888889,0.148
144230,1,157500.0,34.0,3.0,1455871.5,M,3.0,Cash loans,Primaire,Education,State servant,9.243628571428571,0.3773142857142857
246194,2,157500.0,32.0,10.0,755190.0,F,4.0,Cash loans,Tertiaire,Trade,Working,4.794857142857143,0.2314857142857143
147062,2,112500.0,29.0,9.0,545040.0,M,4.0,Cash loans,Secondaire,Business,Working,4.8448,0.227
166354,0,202500.0,52.0,3.0,254700.0,M,1.0,Cash loans,Primaire,Business,Commercial associate,1.257777777777778,0.1360888888888889
212058,0,157500.0,35.0,4.0,979992.0,F,2.0,Cash loans,Primaire,Education,Working,6.2221714285714285,0.1827428571428571
199061,0,135000.0,25.0,1.0,178290.0,F,2.0,Cash loans,Primaire,Self-employed,Working,1.3206666666666669,0.1053
209395,0,90000.0,47.0,1.0,835380.0,M,2.0,Cash loans,Primaire,Other,Working,9.282,0.44655
105213,1,112500.0,44.0,1.0,148500.0,F,3.0,Cash loans,Primaire,Serivce,Working,1.32,0.1364
241241,0,112500.0,55.0,0.0,835380.0,M,2.0,Cash loans,Primaire,Business,Commercial associate,7.4256,0.35724
265392,0,216000.0,54.0,2.0,900000.0,F,2.0,Cash loans,Primaire,Trade,Working,4.166666666666667,0.1377083333333333
244287,1,131913.0,37.0,1.0,1147500.0,M,3.0,Cash loans,Primaire,Trade,Commercial associate,8.698915194105206,0.229446680766869
223449,0,90000.0,43.0,1.0,1293502.5,F,2.0,Cash loans,Primaire,Self-employed,Working,14.37225,0.39665
129130,1,315000.0,42.0,10.0,180000.0,M,3.0,Revolving loans,Secondaire,Business,Commercial associate,0.5714285714285714,0.0285714285714285
198047,1,157500.0,35.0,1.0,251091.0,M,3.0,Cash loans,Primaire,Business,Commercial associate,1.594228571428571,0.1900285714285714
191376,2,112500.0,68.0,3.0,225000.0,M,4.0,Cash loans,Primaire,Business,Commercial associate,2.0,0.1978
178478,0,135000.0,54.0,6.0,309420.0,M,2.0,Cash loans,Secondaire,Serivce,Working,2.292,0.0873666666666666
151017,0,180000.0,55.0,33.0,1012500.0,F,1.0,Cash loans,Tertiaire,Industry,Commercial associate,5.625,0.165175
140463,0,288000.0,54.0,2.0,1042560.0,M,2.0,Cash loans,Primaire,Serivce,Working,3.62,0.119640625
125454,1,157500.0,35.0,2.0,276277.5,F,2.0,Cash loans,Primaire,Business,Commercial associate,1.7541428571428572,0.1255714285714285
283681,0,216000.0,57.0,1.0,447453.0,F,1.0,Cash loans,Tertiaire,Security,Commercial associate,2.0715416666666666,0.10025
115301,0,126000.0,49.0,3.0,450000.0,F,2.0,Cash loans,Primaire,Serivce,Working,3.571428571428572,0.2292857142857143
215130,0,211500.0,53.0,4.0,341280.0,M,2.0,Cash loans,Secondaire,Serivce,Commercial associate,1.6136170212765957,0.1281063829787234
288028,2,180000.0,36.0,5.0,585000.0,F,4.0,Revolving loans,Primaire,Serivce,Working,3.25,0.1625
154948,2,180000.0,44.0,6.0,450000.0,M,4.0,Cash loans,Tertiaire,Self-employed,Working,2.5,0.122325
176761,1,135000.0,46.0,19.0,733500.0,F,3.0,Cash loans,Tertiaire,Self-employed,State servant,5.433333333333334,0.2464666666666666
150137,0,112500.0,37.0,10.0,835380.0,F,2.0,Cash loans,Tertiaire,Housing,Working,7.4256,0.29564
143989,1,220500.0,34.0,5.0,180000.0,M,3.0,Revolving loans,Tertiaire,Business,Commercial associate,0.8163265306122449,0.0408163265306122
231702,0,270000.0,45.0,1.0,2356920.0,F,2.0,Cash loans,Tertiaire,Business,Commercial associate,8.729333333333333,0.4439333333333333
254892,0,202500.0,47.0,4.0,418500.0,M,2.0,Cash loans,Secondaire,Business,Working,2.066666666666667,0.1510222222222222
104246,0,135000.0,28.0,2.0,450000.0,M,2.0,Cash loans,Primaire,Business,Working,3.333333333333333,0.2024
198857,0,121500.0,48.0,8.0,284400.0,F,2.0,Cash loans,Primaire,Business,Commercial associate,2.340740740740741,0.1149259259259259
140374,0,90000.0,39.0,6.0,263686.5,F,2.0,Cash loans,Tertiaire,Medicine,Working,2.92985,0.28685
143849,0,112500.0,30.0,2.0,265851.0,F,1.0,Cash loans,Primaire,Business,Working,2.36312,0.1906
239318,0,675000.0,46.0,8.0,900000.0,F,2.0,Cash loans,Tertiaire,Self-employed,Commercial associate,1.3333333333333333,0.06808
147187,1,315000.0,32.0,4.0,269550.0,M,3.0,Cash loans,Tertiaire,Security,Commercial associate,0.8557142857142858,0.0565714285714285
156756,3,202500.0,35.0,8.0,640080.0,M,5.0,Cash loans,Primaire,Industry,Commercial associate,3.160888888888889,0.1543777777777777
252909,0,225000.0,52.0,1.0,823360.5,F,2.0,Cash loans,Primaire,Education,State servant,3.65938,0.25526
132245,0,135000.0,32.0,3.0,157500.0,M,1.0,Cash loans,Primaire,Business,Commercial associate,1.1666666666666667,0.1266
251910,1,225000.0,51.0,2.0,1192500.0,M,3.0,Cash loans,Primaire,Security,Commercial associate,5.3,0.15496
264018,2,54000.0,34.0,2.0,135000.0,F,4.0,Cash loans,Tertiaire,Serivce,Working,2.5,0.1651666666666666
155667,2,180000.0,47.0,3.0,770292.0,F,4.0,Cash loans,Primaire,Self-employed,Commercial associate,4.2794,0.2066
147620,1,135000.0,36.0,7.0,328405.5,F,3.0,Cash loans,Primaire,Business,Working,2.432633333333333,0.1273666666666666
234597,0,315000.0,42.0,18.0,755190.0,M,1.0,Cash loans,Primaire,Other,Working,2.3974285714285712,0.1157428571428571
260829,0,117000.0,52.0,3.0,254700.0,F,2.0,Cash loans,Primaire,Trade,Working,2.1769230769230767,0.2164230769230769
127506,0,157500.0,48.0,2.0,729792.0,F,2.0,Cash loans,Primaire,Self-employed,Working,4.6336,0.1672571428571428
197455,2,166500.0,37.0,7.0,318528.0,M,4.0,Cash loans,Primaire,Transport,Working,1.913081081081081,0.1286216216216216
167918,0,157500.0,57.0,1.0,894766.5,M,2.0,Cash loans,Primaire,Business,Commercial associate,5.681057142857143,0.2048857142857142
225039,2,405000.0,39.0,6.0,900000.0,M,4.0,Cash loans,Tertiaire,Business,Commercial associate,2.2222222222222223,0.1420222222222222
213086,0,495000.0,31.0,1.0,239850.0,M,2.0,Cash loans,Primaire,Trade,Working,0.4845454545454545,0.0575
180708,0,153000.0,47.0,2.0,512064.0,F,1.0,Cash loans,Primaire,Business,Commercial associate,3.3468235294117648,0.1636176470588235
221233,1,270000.0,50.0,16.0,270000.0,M,3.0,Revolving loans,Tertiaire,Business,Working,1.0,0.05
106269,2,189000.0,32.0,9.0,495000.0,F,3.0,Cash loans,Tertiaire,Self-employed,Commercial associate,2.619047619047619,0.1609047619047619
162703,0,234000.0,39.0,5.0,675000.0,M,2.0,Cash loans,Primaire,Business,Working,2.8846153846153846,0.1849038461538461
173778,0,135000.0,38.0,3.0,270000.0,M,2.0,Cash loans,Primaire,Transport,State servant,2.0,0.0537
147517,0,157500.0,38.0,11.0,568512.0,M,2.0,Cash loans,Primaire,Self-employed,Working,3.6096,0.3706857142857143
216698,0,225000.0,48.0,4.0,270000.0,F,2.0,Revolving loans,Primaire,Medicine,Commercial associate,1.2,0.06
183534,0,135000.0,43.0,23.0,152820.0,F,2.0,Cash loans,Tertiaire,Medicine,Working,1.132,0.1112333333333333
276758,0,126000.0,52.0,8.0,755190.0,M,2.0,Cash loans,Primaire,Business,State servant,5.993571428571428,0.3261785714285714
124327,0,405000.0,50.0,5.0,945000.0,F,2.0,Cash loans,Tertiaire,Serivce,Commercial associate,2.333333333333333,0.0628888888888888
216226,0,126000.0,33.0,7.0,900000.0,F,2.0,Cash loans,Primaire,Business,Working,7.142857142857143,0.2832857142857143
279880,0,225000.0,43.0,10.0,280170.0,M,2.0,Cash loans,Secondaire,Serivce,Working,1.2452,0.14836
285776,1,202500.0,40.0,4.0,808650.0,M,3.0,Cash loans,Primaire,Self-employed,Working,3.993333333333333,0.1294666666666666
134187,0,270000.0,38.0,8.0,1144053.0,M,2.0,Cash loans,Primaire,Transport,Working,4.237233333333333,0.1243666666666666
104027,0,180000.0,56.0,11.0,754740.0,M,2.0,Cash loans,Primaire,Business,Working,4.193,0.123325
169354,1,157500.0,29.0,3.0,628114.5,M,3.0,Cash loans,Secondaire,Business,Working,3.988028571428572,0.1260285714285714
230347,0,360000.0,44.0,7.0,450000.0,F,2.0,Cash loans,Tertiaire,Transport,Commercial associate,1.25,0.134625
258448,0,135000.0,27.0,2.0,679500.0,F,2.0,Cash loans,Primaire,Business,Working,5.033333333333333,0.1958666666666666
178728,0,126000.0,54.0,4.0,309420.0,F,2.0,Cash loans,Primaire,Trade,Working,2.455714285714285,0.0936071428571428
265709,0,103500.0,47.0,1.0,900000.0,M,1.0,Cash loans,Primaire,Trade,Working,8.695652173913043,0.2555217391304348
254243,0,180000.0,50.0,3.0,157500.0,F,1.0,Revolving loans,Tertiaire,Trade,Commercial associate,0.875,0.04375
145985,1,126000.0,39.0,2.0,247500.0,F,3.0,Cash loans,Tertiaire,Business,Commercial associate,1.9642857142857144,0.1289285714285714
137550,3,315000.0,31.0,1.0,1724220.0,M,5.0,Cash loans,Primaire,Serivce,Working,5.473714285714285,0.1509285714285714
234368,0,337500.0,33.0,7.0,902209.5,F,2.0,Cash loans,Tertiaire,Trade,Working,2.673213333333333,0.13688
152239,0,189000.0,32.0,7.0,521280.0,F,2.0,Cash loans,Tertiaire,Security,State servant,2.758095238095238,0.1444047619047619
173958,1,157500.0,39.0,4.0,270000.0,F,3.0,Revolving loans,Primaire,Industry,Working,1.7142857142857142,0.0857142857142857
119243,0,130500.0,32.0,14.0,263686.5,F,2.0,Cash loans,Tertiaire,Serivce,Working,2.020586206896552,0.2153793103448275
121543,1,405000.0,39.0,13.0,1288350.0,F,2.0,Cash loans,Primaire,Serivce,Commercial associate,3.181111111111111,0.0933333333333333
141223,1,202500.0,27.0,2.0,521280.0,F,3.0,Cash loans,Tertiaire,Medicine,Working,2.574222222222222,0.1402888888888888
185511,0,112500.0,54.0,7.0,408780.0,F,2.0,Cash loans,Tertiaire,Medicine,Working,3.6336,0.13812
118438,0,180000.0,44.0,12.0,868797.0,M,2.0,Cash loans,Primaire,Business,Working,4.82665,0.19215
106758,1,148500.0,32.0,2.0,314100.0,F,2.0,Cash loans,Primaire,Business,Working,2.1151515151515152,0.1156060606060606
142775,0,157500.0,49.0,9.0,431280.0,F,1.0,Cash loans,Primaire,Serivce,Working,2.7382857142857144,0.1493714285714285
111631,0,225000.0,42.0,4.0,497520.0,M,2.0,Cash loans,Tertiaire,Self-employed,Working,2.2112,0.23814
280555,1,157500.0,27.0,1.0,270000.0,M,3.0,Cash loans,Primaire,Trade,Working,1.7142857142857142,0.0930571428571428
221941,0,189000.0,49.0,15.0,1724220.0,F,2.0,Cash loans,Secondaire,Business,Commercial associate,9.122857142857145,0.251547619047619
291184,2,135000.0,43.0,5.0,405000.0,F,4.0,Revolving loans,Primaire,Serivce,Commercial associate,3.0,0.15
191293,0,225000.0,37.0,14.0,490495.5,M,2.0,Cash loans,Tertiaire,Serivce,Working,2.17998,0.13336
210381,0,135000.0,33.0,1.0,545040.0,F,2.0,Cash loans,Tertiaire,Business,Working,4.037333333333334,0.1973333333333333
187517,0,112500.0,37.0,8.0,932643.0,M,2.0,Cash loans,Primaire,Self-employed,Working,8.29016,0.2424
161169,0,76500.0,57.0,9.0,239850.0,F,2.0,Cash loans,Tertiaire,Business,Working,3.135294117647059,0.3054117647058823
134595,0,360000.0,54.0,2.0,854352.0,F,1.0,Cash loans,Primaire,Self-employed,Commercial associate,2.3732,0.0769125
121307,1,81000.0,38.0,15.0,526491.0,F,3.0,Cash loans,Primaire,Industry,Commercial associate,6.499888888888889,0.2163888888888888
102571,0,112500.0,43.0,4.0,157500.0,F,2.0,Cash loans,Primaire,Serivce,Working,1.4,0.07264
275069,0,157500.0,29.0,7.0,857169.0,M,2.0,Cash loans,Primaire,Serivce,Working,5.442342857142857,0.1435428571428571
253053,2,81000.0,42.0,6.0,156384.0,F,3.0,Cash loans,Primaire,Business,Working,1.9306666666666668,0.2307222222222222
141871,0,225000.0,42.0,3.0,1255680.0,F,1.0,Cash loans,Primaire,Self-employed,Commercial associate,5.5808,0.18502
250040,3,180000.0,36.0,12.0,1325475.0,F,5.0,Cash loans,Primaire,Business,Commercial associate,7.36375,0.304625
124170,0,315000.0,57.0,9.0,225000.0,M,2.0,Cash loans,Primaire,Business,Working,0.7142857142857143,0.0564285714285714
111878,3,211500.0,35.0,8.0,450000.0,M,5.0,Cash loans,Secondaire,Transport,Working,2.127659574468085,0.2406808510638297
220109,1,67500.0,33.0,2.0,601470.0,F,3.0,Cash loans,Primaire,Serivce,Working,8.910666666666666,0.4853333333333333
271466,0,157500.0,31.0,2.0,177768.0,M,2.0,Cash loans,Secondaire,Serivce,Commercial associate,1.1286857142857143,0.0829428571428571
132008,1,135000.0,27.0,3.0,746280.0,F,3.0,Cash loans,Secondaire,Serivce,Working,5.528,0.3542333333333333
119900,0,157500.0,40.0,3.0,922500.0,F,2.0,Cash loans,Primaire,Business,Working,5.857142857142857,0.3591428571428571
223337,1,157500.0,39.0,13.0,1032093.0,F,3.0,Cash loans,Tertiaire,Business,Working,6.5529714285714284,0.2784571428571428
203984,0,135000.0,52.0,6.0,182016.0,F,2.0,Cash loans,Primaire,Education,Commercial associate,1.3482666666666667,0.0783666666666666
246116,0,148500.0,52.0,4.0,1535553.0,F,2.0,Cash loans,Primaire,Business,Working,10.340424242424245,0.2736363636363636
261400,0,202500.0,49.0,0.0,202500.0,F,2.0,Revolving loans,Primaire,Serivce,Working,1.0,0.05
158189,0,83250.0,41.0,15.0,799956.0,M,1.0,Cash loans,Primaire,Trade,Working,9.60908108108108,0.3032432432432432
118580,2,270000.0,34.0,2.0,360000.0,F,4.0,Cash loans,Primaire,Business,Working,1.3333333333333333,0.14195
206558,1,202500.0,45.0,3.0,1335528.0,F,2.0,Cash loans,Primaire,Education,State servant,6.5952,0.2450444444444444
245587,1,135000.0,36.0,0.0,616756.5,F,3.0,Cash loans,Primaire,Business,Working,4.568566666666666,0.2342333333333333
174859,0,63661.5,27.0,3.0,286704.0,F,2.0,Cash loans,Primaire,Other,Working,4.503569661412314,0.3269244362762423
260857,0,157500.0,40.0,5.0,1228500.0,F,2.0,Cash loans,Primaire,Business,Working,7.8,0.2153142857142857
180372,0,202500.0,25.0,2.0,792162.0,F,2.0,Cash loans,Primaire,Self-employed,Working,3.911911111111111,0.1888444444444444
224436,0,112500.0,47.0,2.0,225000.0,M,2.0,Revolving loans,Primaire,Security,Commercial associate,2.0,0.1
109980,0,90000.0,66.0,15.0,284400.0,F,2.0,Cash loans,Primaire,Business,Working,3.16,0.1779
191922,1,225000.0,55.0,12.0,983299.5,M,3.0,Cash loans,Primaire,Housing,Commercial associate,4.37022,0.18516
132055,0,112500.0,33.0,3.0,187704.0,F,2.0,Cash loans,Primaire,Business,Working,1.66848,0.11264
158731,0,121500.0,46.0,5.0,178290.0,M,2.0,Cash loans,Tertiaire,Business,Working,1.4674074074074075,0.1461851851851852
194246,0,54000.0,61.0,4.0,675000.0,F,2.0,Cash loans,Tertiaire,Medicine,State servant,12.5,0.40325
168724,0,270000.0,47.0,5.0,1546020.0,M,1.0,Cash loans,Primaire,Business,Commercial associate,5.726,0.1679
127838,0,315000.0,48.0,10.0,1288350.0,M,2.0,Cash loans,Secondaire,Transport,Working,4.09,0.1195857142857142
243683,1,180000.0,44.0,2.0,814041.0,M,3.0,Cash loans,Primaire,Education,Working,4.52245,0.13295
119067,2,180000.0,36.0,2.0,157500.0,M,4.0,Revolving loans,Tertiaire,Business,Working,0.875,0.04375
227189,2,292500.0,42.0,9.0,148500.0,M,4.0,Cash loans,Tertiaire,Serivce,Commercial associate,0.5076923076923077,0.0373846153846153
259449,0,135000.0,57.0,1.0,195543.0,M,2.0,Cash loans,Primaire,Security,Working,1.4484666666666666,0.1154
268813,1,90000.0,45.0,16.0,127350.0,F,3.0,Cash loans,Primaire,Business,Commercial associate,1.415,0.13925
111743,1,112500.0,42.0,1.0,360000.0,F,3.0,Cash loans,Primaire,Business,Working,3.2,0.20564
289336,0,72000.0,37.0,6.0,601470.0,F,2.0,Cash loans,Tertiaire,Medicine,Working,8.35375,0.455
208908,0,90000.0,57.0,11.0,545040.0,F,2.0,Cash loans,Primaire,Self-employed,Working,6.056,0.296
120684,0,135000.0,54.0,26.0,177768.0,F,2.0,Cash loans,Primaire,Education,Working,1.3168,0.0765333333333333
109377,0,112500.0,41.0,3.0,545040.0,M,1.0,Cash loans,Primaire,Business,Commercial associate,4.8448,0.18264
217766,2,72000.0,30.0,7.0,509602.5,F,4.0,Cash loans,Tertiaire,Medicine,Working,7.0778125,0.4295
153655,0,292500.0,44.0,6.0,675000.0,F,2.0,Revolving loans,Tertiaire,Medicine,Working,2.3076923076923075,0.1153846153846153
262397,0,81000.0,52.0,10.0,490536.0,F,2.0,Cash loans,Primaire,Self-employed,Commercial associate,6.056,0.2298888888888889
246019,1,157500.0,55.0,11.0,781920.0,F,3.0,Cash loans,Primaire,Business,Working,4.964571428571428,0.1791428571428571
289406,0,180000.0,48.0,5.0,900000.0,M,2.0,Cash loans,Secondaire,Transport,Working,5.0,0.1613
290608,0,72000.0,52.0,8.0,225000.0,F,2.0,Cash loans,Primaire,Business,Working,3.125,0.2291875
105575,0,144000.0,49.0,4.0,904608.0,M,2.0,Cash loans,Primaire,Serivce,Working,6.282,0.2035625
110948,0,382500.0,37.0,6.0,654498.0,F,2.0,Cash loans,Tertiaire,Serivce,Commercial associate,1.7111058823529413,0.0826588235294117
262194,0,112500.0,48.0,5.0,85320.0,F,1.0,Cash loans,Primaire,Business,Working,0.7584,0.0496
248254,0,112500.0,29.0,4.0,163332.0,F,2.0,Cash loans,Primaire,Industry,Working,1.45184,0.09936
230487,0,99000.0,38.0,5.0,328405.5,F,2.0,Cash loans,Tertiaire,Transport,Commercial associate,3.3172272727272727,0.1706818181818181
109795,0,112500.0,51.0,6.0,675000.0,F,1.0,Cash loans,Primaire,Self-employed,Working,6.0,0.40376
243056,0,171000.0,38.0,3.0,983160.0,M,2.0,Cash loans,Tertiaire,Business,Commercial associate,5.749473684210527,0.3682105263157895
241717,0,202500.0,60.0,3.0,1227901.5,F,1.0,Cash loans,Tertiaire,Business,Commercial associate,6.063711111111111,0.2316
243065,1,180000.0,44.0,1.0,1024740.0,F,2.0,Cash loans,Primaire,Education,State servant,5.693,0.2914
200953,0,112500.0,45.0,11.0,517500.0,F,2.0,Cash loans,Primaire,Self-employed,Working,4.6,0.24392
123374,0,67500.0,50.0,19.0,269550.0,F,2.0,Cash loans,Tertiaire,Medicine,Working,3.993333333333333,0.1710666666666666
105919,1,180000.0,29.0,1.0,540000.0,M,3.0,Cash loans,Primaire,Security,Commercial associate,3.0,0.2183
107411,0,180000.0,57.0,2.0,1546020.0,M,2.0,Cash loans,Secondaire,Serivce,Working,8.589,0.277075
285919,0,157500.0,43.0,4.0,337500.0,F,2.0,Revolving loans,Primaire,Business,Working,2.142857142857143,0.1071428571428571
234568,0,99000.0,59.0,26.0,180000.0,F,2.0,Cash loans,Tertiaire,Business,Working,1.818181818181818,0.1359090909090909
159416,0,180000.0,61.0,5.0,1575000.0,M,2.0,Cash loans,Secondaire,Security,State servant,8.75,0.240625
180562,1,270000.0,29.0,4.0,746280.0,M,3.0,Cash loans,Tertiaire,Medicine,Working,2.764,0.2016166666666666
182577,0,112500.0,46.0,4.0,339241.5,F,2.0,Cash loans,Primaire,Self-employed,Commercial associate,3.01548,0.11484
156675,0,180000.0,27.0,5.0,263686.5,M,2.0,Cash loans,Secondaire,Business,Commercial associate,1.464925,0.15455
277475,0,112500.0,27.0,1.0,135000.0,M,1.0,Cash loans,Primaire,Business,Working,1.2,0.11004
155653,0,216000.0,57.0,9.0,922500.0,F,1.0,Cash loans,Primaire,Medicine,Working,4.270833333333333,0.1347083333333333
277314,0,225000.0,37.0,4.0,333000.0,M,2.0,Cash loans,Primaire,Business,Commercial associate,1.48,0.1175
118327,0,126000.0,24.0,5.0,755190.0,F,2.0,Cash loans,Tertiaire,Business,Working,5.993571428571428,0.2893571428571428
259660,0,211500.0,46.0,10.0,1044000.0,F,2.0,Cash loans,Tertiaire,Business,Commercial associate,4.9361702127659575,0.1779148936170212
143794,1,135000.0,51.0,17.0,835605.0,M,3.0,Cash loans,Secondaire,Transport,Commercial associate,6.189666666666667,0.1642333333333333
134634,0,171000.0,41.0,2.0,448056.0,M,2.0,Cash loans,Primaire,Business,Working,2.6202105263157893,0.1281842105263158
198326,2,175500.0,47.0,3.0,1971072.0,F,4.0,Cash loans,Primaire,Education,Commercial associate,11.231179487179489,0.3911282051282051
257543,0,90000.0,55.0,8.0,1350000.0,F,2.0,Cash loans,Tertiaire,Medicine,Working,15.0,0.41395
114550,1,112500.0,27.0,3.0,202500.0,F,3.0,Cash loans,Primaire,Education,Working,1.8,0.16508
150954,0,135000.0,29.0,2.0,973710.0,F,1.0,Cash loans,Tertiaire,Industry,Commercial associate,7.212666666666666,0.1902666666666666
285770,0,189000.0,46.0,21.0,225000.0,M,2.0,Cash loans,Primaire,Security,State servant,1.1904761904761905,0.0558571428571428
110256,0,121500.0,38.0,8.0,225000.0,F,1.0,Cash loans,Primaire,Business,Working,1.851851851851852,0.1035185185185185
271623,0,135000.0,36.0,2.0,1113840.0,F,2.0,Cash loans,Primaire,Business,Working,8.250666666666667,0.3738
202371,2,202500.0,31.0,1.0,595759.5,M,4.0,Cash loans,Tertiaire,Business,Working,2.942022222222222,0.2140888888888888
128077,1,180000.0,27.0,4.0,900000.0,F,3.0,Cash loans,Tertiaire,Business,Commercial associate,5.0,0.387675
211648,0,108000.0,57.0,4.0,808650.0,M,2.0,Cash loans,Primaire,Business,Working,7.4875,0.24275
209859,0,157500.0,31.0,2.0,787500.0,F,2.0,Cash loans,Primaire,Serivce,Working,5.0,0.2561142857142857
261245,1,135000.0,29.0,2.0,675000.0,M,3.0,Cash loans,Primaire,Transport,Working,5.0,0.2415
200360,2,54000.0,36.0,6.0,127350.0,F,3.0,Cash loans,Primaire,Self-employed,Working,2.3583333333333334,0.17325
222272,0,180000.0,50.0,0.0,675000.0,M,2.0,Cash loans,Secondaire,Self-employed,Working,3.75,0.2736
183250,1,90000.0,29.0,9.0,296280.0,F,3.0,Cash loans,Primaire,Education,Working,3.292,0.2601
259517,1,193500.0,37.0,12.0,805536.0,F,3.0,Cash loans,Tertiaire,Self-employed,Working,4.162976744186047,0.1770465116279069
156990,0,225000.0,41.0,9.0,1546020.0,M,2.0,Cash loans,Primaire,Self-employed,Working,6.8712,0.18952
286301,0,67500.0,47.0,4.0,343800.0,M,1.0,Cash loans,Secondaire,Business,Working,5.093333333333334,0.2393333333333333
291219,0,135000.0,29.0,1.0,1067418.0,M,2.0,Cash loans,Tertiaire,Serivce,Commercial associate,7.9068,0.2321333333333333
288015,0,112500.0,23.0,4.0,835605.0,M,2.0,Cash loans,Primaire,Business,Working,7.4276,0.21832
271981,0,135000.0,50.0,19.0,628114.5,F,2.0,Cash loans,Primaire,Education,Working,4.6527,0.1680666666666666
267720,0,157500.0,27.0,5.0,229230.0,M,1.0,Cash loans,Primaire,Business,Commercial associate,1.4554285714285715,0.1575714285714285
181021,0,117000.0,55.0,4.0,900000.0,F,2.0,Cash loans,Tertiaire,Serivce,Working,7.6923076923076925,0.3259230769230769
232119,1,112500.0,29.0,2.0,337500.0,F,3.0,Revolving loans,Primaire,Business,Working,3.0,0.15
119867,0,135000.0,54.0,14.0,398160.0,F,2.0,Cash loans,Tertiaire,Industry,Commercial associate,2.949333333333333,0.1804333333333333
110838,0,247500.0,53.0,10.0,755190.0,M,2.0,Cash loans,Primaire,Transport,Working,3.051272727272728,0.1473090909090909
197225,0,180000.0,43.0,8.0,536917.5,F,2.0,Cash loans,Primaire,Business,Working,2.982875,0.167275
186615,2,99000.0,29.0,3.0,247275.0,F,3.0,Cash loans,Primaire,Other,Working,2.497727272727273,0.1945909090909091
124879,1,90000.0,40.0,5.0,508495.5,F,3.0,Cash loans,Tertiaire,Medicine,Working,5.64995,0.2408
138846,1,202500.0,33.0,12.0,1223010.0,M,3.0,Cash loans,Primaire,Security,State servant,6.039555555555555,0.2565333333333333
241074,0,135000.0,51.0,4.0,1288350.0,F,2.0,Cash loans,Primaire,Other,State servant,9.543333333333331,0.28
